"SequenceName","OriginalName","segNumber","accn","isName","subtype","host","birdOrder","wildDomestic","bird","continent","country","place","dateTxt","decDate"
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Fujian/1/2007|2007.45205479452","H5N1_Avian_HM172335_A/chicken/Fujian/1/2007_China_2007//_3 (PA)",3,"HM172335","A/chicken/Fujian/1/2007","H5N1","Avian","gal","Domestic","chicken","Asia","China","Fujian","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Gansu/44/2004|2004.45205479452","H5N1_Avian_HM172313_A/chicken/Gansu/44/2004_China_2004//_3 (PA)",3,"HM172313","A/chicken/Gansu/44/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Gansu","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Europe_Germany_A/chicken/Germany/R3294/2007|2007.45205479452","H5N1_Avian_FM177134_A/chicken/Germany/R3294/2007_Germany_2007//_3 (PA)",3,"FM177134","A/chicken/Germany/R3294/2007","H5N1","Avian","gal","Domestic","chicken","Europe","Germany","Germany","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Guangdong/174/04|2004.45205479452","H5N1_Avian_AY609311_A/chicken/Guangdong/174/04_China_2004//_3 (PA)",3,"AY609311","A/chicken/Guangdong/174/04","H5N1","Avian","gal","Domestic","chicken","Asia","China","Guangdong","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Guangdong/1/2005|2005.45205479452","H5N1_Avian_EU874897_A/chicken/Guangdong/1/2005_China_2005//_3 (PA)",3,"EU874897","A/chicken/Guangdong/1/2005","H5N1","Avian","gal","Domestic","chicken","Asia","China","Guangdong","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Guangxi/12/2004|2004.45205479452","H5N1_Avian_DQ366329_A/chicken/Guangxi/12/2004_China_2004//_3 (PA)",3,"DQ366329","A/chicken/Guangxi/12/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Guangxi","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Guizhou/7/2008|2008.45205479452","H5N1_Avian_HM172323_A/chicken/Guizhou/7/2008_China_2008//_3 (PA)",3,"HM172323","A/chicken/Guizhou/7/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Guizhou","2008//",2008.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hebei/718/2001|2001.45205479452","H5N1_Avian_DQ351869_A/chicken/Hebei/718/2001_China_2001//_3 (PA)",3,"DQ351869","A/chicken/Hebei/718/2001","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hebei","2001//",2001.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hebei/108/02|2002.45205479452","H5N1_Avian_DQ351867_A/chicken/Hebei/108/02_China_2002//_3 (PA)",3,"DQ351867","A/chicken/Hebei/108/02","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hebei","2002//",2002.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hebei/102/2005|2005.45205479452","H5N1_Avian_EU243137_A/chicken/Hebei/102/2005_China_2005//_3 (PA)",3,"EU243137","A/chicken/Hebei/102/2005","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hebei","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hebei/A-8/2009|2009.45205479452","H5N1_Avian_HM172324_A/chicken/Hebei/A-8/2009_China_2009//_3 (PA)",3,"HM172324","A/chicken/Hebei/A-8/2009","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hebei","2009//",2009.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Henan/13/2004|2004.45205479452","H5N1_Avian_AY950268_A/chicken/Henan/13/2004_China_2004//_3 (PA)",3,"AY950268","A/chicken/Henan/13/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Henan","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Henan/A-7/2006|2006.45205479452","H5N1_Avian_HM172340_A/chicken/Henan/A-7/2006_China_2006//_3 (PA)",3,"HM172340","A/chicken/Henan/A-7/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Henan","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Hong Kong_A/chicken/Hong Kong/409.1/2002|2002.45205479452","H5N1_Avian_GU186677_A/chicken/Hong Kong/409.1/2002_Hong Kong_2002//_3 (PA)",3,"GU186677","A/chicken/Hong Kong/409.1/2002","H5N1","Avian","gal","Domestic","chicken","Asia","Hong Kong","Hong Kong","2002//",2002.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Huadong/4/2008|2008.95342465753","H5N1_Avian_JX523358_A/chicken/Huadong/4/2008_China_2008/12/_3 (PA)",3,"JX523358","A/chicken/Huadong/4/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Huadong","2008/12/",2008.95342465753
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hubei/wj/1997|1997.45205479452","H5N1_Avian_DQ997118_A/chicken/Hubei/wj/1997_China_1997//_3 (PA)",3,"DQ997118","A/chicken/Hubei/wj/1997","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hubei","1997//",1997.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hubei/327/2004|2004.45205479452","H5N1_Avian_AY684705_A/chicken/Hubei/327/2004_China_2004//_3 (PA)",3,"AY684705","A/chicken/Hubei/327/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hubei","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hubei/2856/2007|2007.07671232877","H5N1_Avian_FJ784803_A/chicken/Hubei/2856/2007_China_2007/01/29_3 (PA)",3,"FJ784803","A/chicken/Hubei/2856/2007","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hubei","2007/01/29",2007.07671232877
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/41/2004|2004.45205479452","H5N1_Avian_HM172319_A/chicken/Hunan/41/2004_China_2004//_3 (PA)",3,"HM172319","A/chicken/Hunan/41/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/21/2005|2005.45205479452","H5N1_Avian_HM172353_A/chicken/Hunan/21/2005_China_2005//_3 (PA)",3,"HM172353","A/chicken/Hunan/21/2005","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/3157/2006|2006.91232876712","H5N1_Avian_FJ784806_A/chicken/Hunan/3157/2006_China_2006/11/30_3 (PA)",3,"FJ784806","A/chicken/Hunan/3157/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2006/11/30",2006.91232876712
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/3/2007|2007.78630136986","H5N1_Avian_GU182141_A/chicken/Hunan/3/2007_China_2007/10/_3 (PA)",3,"GU182141","A/chicken/Hunan/3/2007","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2007/10/",2007.78630136986
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/8/2008|2008.87123287671","H5N1_Avian_GU182157_A/chicken/Hunan/8/2008_China_2008/11/_3 (PA)",3,"GU182157","A/chicken/Hunan/8/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2008/11/",2008.87123287671
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Hunan/1/2009|2009.45205479452","H5N1_Avian_HM172333_A/chicken/Hunan/1/2009_China_2009//_3 (PA)",3,"HM172333","A/chicken/Hunan/1/2009","H5N1","Avian","gal","Domestic","chicken","Asia","China","Hunan","2009//",2009.45205479452
"H5N1_Avian_gal_Domestic_Asia_India_A/chicken/Nandurbar/7979/2006|2006.12328767123","H5N1_Avian_GU354064_A/chicken/Nandurbar/7979/2006_India_2006/02/_3 (PA)",3,"GU354064","A/chicken/Nandurbar/7979/2006","H5N1","Avian","gal","Domestic","chicken","Asia","India","Nandurbar","2006/02/",2006.12328767123
"H5N1_Avian_gal_Domestic_Asia_India_A/chicken/India/82544/2008|2008.05753424658","H5N1_Avian_CY111080_A/chicken/India/82544/2008_India_2008/01/22_3 (PA)",3,"CY111080","A/chicken/India/82544/2008","H5N1","Avian","gal","Domestic","chicken","Asia","India","India","2008/01/22",2008.05753424658
"H5N1_Avian_gal_Domestic_Asia_India_A/chicken/West Bengal/193936/2009|2009.36712328767","H5N1_Avian_GU272005_A/chicken/West Bengal/193936/2009_India_2009/05/_3 (PA)",3,"GU272005","A/chicken/West Bengal/193936/2009","H5N1","Avian","gal","Domestic","chicken","Asia","India","West Bengal","2009/05/",2009.36712328767
"H5N1_Avian_gal_Domestic_Asia_India_A/chicken/West Bengal/239020/2010|2010.0301369863","H5N1_Avian_CY061293_A/chicken/West Bengal/239020/2010_India_2010/01/12_3 (PA)",3,"CY061293","A/chicken/West Bengal/239020/2010","H5N1","Avian","gal","Domestic","chicken","Asia","India","West Bengal","2010/01/12",2010.0301369863
"H5N1_Avian_gal_Domestic_Asia_India_A/chicken/India/CA0302/2011|2011.17534246575","H5N1_Avian_CY092129_A/chicken/India/CA0302/2011_India_2011/03/06_3 (PA)",3,"CY092129","A/chicken/India/CA0302/2011","H5N1","Avian","gal","Domestic","chicken","Asia","India","India","2011/03/06",2011.17534246575
"H5N1_Avian_gal_Domestic_Asia_Indonesia_A/chicken/East Java/UT1006/2003|2003.87123287671","H5N1_Avian_GQ122432_A/chicken/East Java/UT1006/2003_Indonesia_2003/11/15_3 (PA)",3,"GQ122432","A/chicken/East Java/UT1006/2003","H5N1","Avian","gal","Domestic","chicken","Asia","Indonesia","East Java","2003/11/15",2003.87123287671
"H5N1_Avian_gal_Domestic_Asia_Indonesia_A/quail/Yogjakarta/UT1023/2004|2004.03835616438","H5N1_Avian_GQ122438_A/quail/Yogjakarta/UT1023/2004_Indonesia_2004/01/15_3 (PA)",3,"GQ122438","A/quail/Yogjakarta/UT1023/2004","H5N1","Avian","gal","Domestic","quail","Asia","Indonesia","Yogjakarta","2004/01/15",2004.03835616438
"H5N1_Avian_gal_Domestic_Asia_Indonesia_A/chicken/Sulawesi Selatan/UT2093/2005|2005.45205479452","H5N1_Avian_GQ122480_A/chicken/Sulawesi Selatan/UT2093/2005_Indonesia_2005//_3 (PA)",3,"GQ122480","A/chicken/Sulawesi Selatan/UT2093/2005","H5N1","Avian","gal","Domestic","chicken","Asia","Indonesia","Sulawesi Selatan","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_Indonesia_A/chicken/East Java/UT6021/2006|2006.87123287671","H5N1_Avian_GQ122510_A/chicken/East Java/UT6021/2006_Indonesia_2006/11/_3 (PA)",3,"GQ122510","A/chicken/East Java/UT6021/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Indonesia","East Java","2006/11/",2006.87123287671
"H5N1_Avian_gal_Domestic_Asia_Indonesia_A/chicken/East Java/UT6031/2007|2007.03835616438","H5N1_Avian_GQ122528_A/chicken/East Java/UT6031/2007_Indonesia_2007/01/_3 (PA)",3,"GQ122528","A/chicken/East Java/UT6031/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Indonesia","East Java","2007/01/",2007.03835616438
"H5N1_Avian_gal_Domestic_Asia_Japan_A/chicken/Yamaguchi/7/2004|2004.45205479452","H5N1_Avian_AB166861_A/chicken/Yamaguchi/7/2004_Japan_2004//_3 (PA)",3,"AB166861","A/chicken/Yamaguchi/7/2004","H5N1","Avian","gal","Domestic","chicken","Asia","Japan","Yamaguchi","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Japan_A/chicken/Shimane/1/2010|2010.87123287671","H5N1_Avian_AB684083_A/chicken/Shimane/1/2010_Japan_2010/11/_3 (PA)",3,"AB684083","A/chicken/Shimane/1/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Japan","Shimane","2010/11/",2010.87123287671
"H5N1_Avian_gal_Domestic_Asia_Japan_A/chicken/Aichi/2/2011|2011.12328767123","H5N1_Avian_AB684178_A/chicken/Aichi/2/2011_Japan_2011/02/_3 (PA)",3,"AB684178","A/chicken/Aichi/2/2011","H5N1","Avian","gal","Domestic","chicken","Asia","Japan","Aichi","2011/02/",2011.12328767123
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jiangsu/cz1/2002|2002.45205479452","H5N1_Avian_DQ997186_A/chicken/Jiangsu/cz1/2002_China_2002//_3 (PA)",3,"DQ997186","A/chicken/Jiangsu/cz1/2002","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jiangsu","2002//",2002.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jiangsu/18/2008|2008.45205479452","H5N1_Avian_HM172352_A/chicken/Jiangsu/18/2008_China_2008//_3 (PA)",3,"HM172352","A/chicken/Jiangsu/18/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jiangsu","2008//",2008.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jiangsu/k0402/2010|2010.1095890411","H5N1_Avian_JQ638683_A/chicken/Jiangsu/k0402/2010_China_2010/02/10_3 (PA)",3,"JQ638683","A/chicken/Jiangsu/k0402/2010","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jiangsu","2010/02/10",2010.1095890411
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jiangxi/25/2004|2004.45205479452","H5N1_Avian_HM172475_A/chicken/Jiangxi/25/2004_China_2004//_3 (PA)",3,"HM172475","A/chicken/Jiangxi/25/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jiangxi","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jilin/hd/2002|2002.45205479452","H5N1_Avian_DQ997287_A/chicken/Jilin/hd/2002_China_2002//_3 (PA)",3,"DQ997287","A/chicken/Jilin/hd/2002","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jilin","2002//",2002.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jilin/ha/2003|2003.45205479452","H5N1_Avian_DQ997274_A/chicken/Jilin/ha/2003_China_2003//_3 (PA)",3,"DQ997274","A/chicken/Jilin/ha/2003","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jilin","2003//",2003.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Jilin/9/2004|2004.45205479452","H5N1_Avian_AY653198_A/chicken/Jilin/9/2004_China_2004//_3 (PA)",3,"AY653198","A/chicken/Jilin/9/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Jilin","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Krasnodar/123/06|2006.45205479452","H5N1_Avian_EF205194_A/chicken/Krasnodar/123/06_Russia_2006//_3 (PA)",3,"EF205194","A/chicken/Krasnodar/123/06","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Krasnodar","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Krasnodar/300/07|2007.67671232877","H5N1_Avian_EU163434_A/chicken/Krasnodar/300/07_Russia_2007/09/05_3 (PA)",3,"EU163434","A/chicken/Krasnodar/300/07","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Krasnodar","2007/09/05",2007.67671232877
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Kurgan/05/2005|2005.45205479452","H5N1_Avian_DQ449637_A/chicken/Kurgan/05/2005_Russia_2005//_3 (PA)",3,"DQ449637","A/chicken/Kurgan/05/2005","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Kurgan","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_Kuwait_A/chicken/Kuwait/KISR7/2007|2007.45205479452","H5N1_Avian_CY029979_A/chicken/Kuwait/KISR7/2007_Kuwait_2007//_3 (PA)",3,"CY029979","A/chicken/Kuwait/KISR7/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Kuwait","Kuwait","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Laos_A/Chicken/Laos/Xaythiani 26/2006|2006.45205479452","H5N1_Avian_HM006750_A/Chicken/Laos/Xaythiani 26/2006_Laos_2006//_3 (PA)",3,"HM006750","A/Chicken/Laos/Xaythiani 26/2006","H5N1","Avian","gal","Domestic","Chicken","Asia","Laos","Laos","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Laos_A/chicken/Laos/P0020/2007|2007.45205479452","H5N1_Avian_CY034687_A/chicken/Laos/P0020/2007_Laos_2007//_3 (PA)",3,"CY034687","A/chicken/Laos/P0020/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Laos","Laos","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Laos_A/chicken/Lao/LH1/2010|2010.36712328767","H5N1_Avian_CY098296_A/chicken/Lao/LH1/2010_Laos_2010/05/_3 (PA)",3,"CY098296","A/chicken/Lao/LH1/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Laos","Lao","2010/05/",2010.36712328767
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Liaoning/23/2005|2005.45205479452","H5N1_Avian_HM172473_A/chicken/Liaoning/23/2005_China_2005//_3 (PA)",3,"HM172473","A/chicken/Liaoning/23/2005","H5N1","Avian","gal","Domestic","chicken","Asia","China","Liaoning","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Liaoning/A-11/2006|2006.45205479452","H5N1_Avian_HM172355_A/chicken/Liaoning/A-11/2006_China_2006//_3 (PA)",3,"HM172355","A/chicken/Liaoning/A-11/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Liaoning","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Liaoning/A-1/2007|2007.45205479452","H5N1_Avian_HM172338_A/chicken/Liaoning/A-1/2007_China_2007//_3 (PA)",3,"HM172338","A/chicken/Liaoning/A-1/2007","H5N1","Avian","gal","Domestic","chicken","Asia","China","Liaoning","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Moscow/2/2007|2007.11780821918","H5N1_Avian_EF474445_A/chicken/Moscow/2/2007_Russia_2007/02/13_3 (PA)",3,"EF474445","A/chicken/Moscow/2/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Moscow","2007/02/13",2007.11780821918
"H5N1_Avian_gal_Domestic_Asia_Myanmar_A/chicken/Pyigyitagon/204/2006|2006.45205479452","H5N1_Avian_AB478021_A/chicken/Pyigyitagon/204/2006_Myanmar_2006//_3 (PA)",3,"AB478021","A/chicken/Pyigyitagon/204/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Myanmar","Pyigyitagon","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Myanmar_A/chicken/Hmawbi/517/2007|2007.45205479452","H5N1_Avian_AB478022_A/chicken/Hmawbi/517/2007_Myanmar_2007//_3 (PA)",3,"AB478022","A/chicken/Hmawbi/517/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Myanmar","Hmawbi","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Africa_Nigeria_A/chicken/Nigeria/1047-30/2006|2006.45205479452","H5N1_Avian_CY016944_A/chicken/Nigeria/1047-30/2006_Nigeria_2006//_3 (PA)",3,"CY016944","A/chicken/Nigeria/1047-30/2006","H5N1","Avian","gal","Domestic","chicken","Africa","Nigeria","Nigeria","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Ningxia/24/2006|2006.45205479452","H5N1_Avian_HM172336_A/chicken/Ningxia/24/2006_China_2006//_3 (PA)",3,"HM172336","A/chicken/Ningxia/24/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Ningxia","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Omsk/14/05|2005.45205479452","H5N1_Avian_EF205190_A/chicken/Omsk/14/05_Russia_2005//_3 (PA)",3,"EF205190","A/chicken/Omsk/14/05","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Omsk","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_Pakistan_A/chicken/Sihala/NARC3303.4/2006|2006.45205479452","H5N1_Avian_CY037769_A/chicken/Sihala/NARC3303.4/2006_Pakistan_2006//_3 (PA)",3,"CY037769","A/chicken/Sihala/NARC3303.4/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Pakistan","Sihala","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Europe_Poland_A/chicken/Poland/R3248/2007|2007.45205479452","H5N1_Avian_FM163439_A/chicken/Poland/R3248/2007_Poland_2007//_3 (PA)",3,"FM163439","A/chicken/Poland/R3248/2007","H5N1","Avian","gal","Domestic","chicken","Europe","Poland","Poland","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Primorje/1/2008|2008.27123287671","H5N1_Avian_EU672457_A/chicken/Primorje/1/2008_Russia_2008/04/10_3 (PA)",3,"EU672457","A/chicken/Primorje/1/2008","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Primorje","2008/04/10",2008.27123287671
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Reshoty/02/2006|2006.45205479452","H5N1_Avian_CY047482_A/chicken/Reshoty/02/2006_Russia_2006/06/_3 (PA)",3,"CY047482","A/chicken/Reshoty/02/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Reshoty","2006/06/",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Rostov/22-1/2007|2007.45205479452","H5N1_Avian_EU402403_A/chicken/Rostov/22-1/2007_Russia_2007//_3 (PA)",3,"EU402403","A/chicken/Rostov/22-1/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Rostov","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Rostov-on-Don/35/2007|2007.95068493151","H5N1_Avian_EU408333_A/chicken/Rostov-on-Don/35/2007_Russia_2007/12/14_3 (PA)",3,"EU408333","A/chicken/Rostov-on-Don/35/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Rostov-on-Don","2007/12/14",2007.95068493151
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Russia_Krasnodar/2/2007|2007.45205479452","H5N1_Avian_EF605602_A/chicken/Russia_Krasnodar/2/2007_Russia_2007//_3 (PA)",3,"EF605602","A/chicken/Russia_Krasnodar/2/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Russia_Krasnodar","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_Saudi Arabia_A/turkey/Saudi Arabia/6732-6/2007|2007.45205479452","H5N1_Avian_EU590693_A/turkey/Saudi Arabia/6732-6/2007_Saudi Arabia_2007//_3 (PA)",3,"EU590693","A/turkey/Saudi Arabia/6732-6/2007","H5N1","Avian","gal","Domestic","turkey","Asia","Saudi Arabia","Saudi Arabia","2007//",2007.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Shandong/A-10/2006|2006.45205479452","H5N1_Avian_HM172327_A/chicken/Shandong/A-10/2006_China_2006//_3 (PA)",3,"HM172327","A/chicken/Shandong/A-10/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Shandong","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Shandong/A-1/2009|2009.45205479452","H5N1_Avian_HM172329_A/chicken/Shandong/A-1/2009_China_2009//_3 (PA)",3,"HM172329","A/chicken/Shandong/A-1/2009","H5N1","Avian","gal","Domestic","chicken","Asia","China","Shandong","2009//",2009.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Shanxi/10/2006|2006.45205479452","H5N1_Avian_HM172337_A/chicken/Shanxi/10/2006_China_2006//_3 (PA)",3,"HM172337","A/chicken/Shanxi/10/2006","H5N1","Avian","gal","Domestic","chicken","Asia","China","Shanxi","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Sheny/0606/2008|2008.42739726027","H5N1_Avian_JQ277224_A/chicken/Sheny/0606/2008_China_2008/06/06_3 (PA)",3,"JQ277224","A/chicken/Sheny/0606/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Sheny","2008/06/06",2008.42739726027
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Sichuan/81/2005|2005.45205479452","H5N1_Avian_HM172309_A/chicken/Sichuan/81/2005_China_2005//_3 (PA)",3,"HM172309","A/chicken/Sichuan/81/2005","H5N1","Avian","gal","Domestic","chicken","Asia","China","Sichuan","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Africa_Sudan_A/chicken/Sudan/2115-9/2006|2006.45205479452","H5N1_Avian_CY020674_A/chicken/Sudan/2115-9/2006_Sudan_2006//_3 (PA)",3,"CY020674","A/chicken/Sudan/2115-9/2006","H5N1","Avian","gal","Domestic","chicken","Africa","Sudan","Sudan","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Suzdalka/06/05|2005.45205479452","H5N1_Avian_EF205189_A/chicken/Suzdalka/06/05_Russia_2005//_3 (PA)",3,"EF205189","A/chicken/Suzdalka/06/05","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Suzdalka","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_Thailand_A/chicken/Suphanburi/NIAH7540/2004|2004.45205479452","H5N1_Avian_AB450538_A/chicken/Suphanburi/NIAH7540/2004_Thailand_2004//_3 (PA)",3,"AB450538","A/chicken/Suphanburi/NIAH7540/2004","H5N1","Avian","gal","Domestic","chicken","Asia","Thailand","Suphanburi","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Thailand_A/quail/Nakhon Pathom/NIAH7562/2005|2005.45205479452","H5N1_Avian_AB450541_A/quail/Nakhon Pathom/NIAH7562/2005_Thailand_2005//_3 (PA)",3,"AB450541","A/quail/Nakhon Pathom/NIAH7562/2005","H5N1","Avian","gal","Domestic","quail","Asia","Thailand","Nakhon Pathom","2005//",2005.45205479452
"H5N1_Avian_gal_Domestic_Asia_Thailand_A/chicken/Thailand/TS03/2006|2006.45205479452","H5N1_Avian_JQ794467_A/chicken/Thailand/TS03/2006_Thailand_2006//_3 (PA)",3,"JQ794467","A/chicken/Thailand/TS03/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Thailand","Thailand","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_Thailand_A/chicken/Uthaithani/NIAH115067/2008|2008.45205479452","H5N1_Avian_FJ868032_A/chicken/Uthaithani/NIAH115067/2008_Thailand_2008//_3 (PA)",3,"FJ868032","A/chicken/Uthaithani/NIAH115067/2008","H5N1","Avian","gal","Domestic","chicken","Asia","Thailand","Uthaithani","2008//",2008.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Tibet/6/2008|2008.45205479452","H5N1_Avian_HM172328_A/chicken/Tibet/6/2008_China_2008//_3 (PA)",3,"HM172328","A/chicken/Tibet/6/2008","H5N1","Avian","gal","Domestic","chicken","Asia","China","Tibet","2008//",2008.45205479452
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Tula/4/05|2005.45205479452","H5N1_Avian_EF205195_A/chicken/Tula/4/05_Russia_2005//_3 (PA)",3,"EF205195","A/chicken/Tula/4/05","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Tula","2005//",2005.45205479452
