"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"GQ506527"	"101|0/SouthAfrica/1958|5011-60E|1958"	101	"GQ506527"	2922	"13-JUN-2010"	"GQ506527"	"0"	"South Africa"	"1958"	6	"5011-60E"	"Bluetongue virus"	"5011-60E"	2	"outer capsid protein VP2"
"KP820980"	"102|cattle/France/2008|FRA2008/27|Aug-2008"	102	"KP820980"	2939	"16-AUG-2015"	"KP820980"	"cattle"	"France: Lagruere-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/27"	"Bluetongue virus 8"	"FRA2008/27"	2	"VP2"
"KP820981"	"103|cattle/France/2008|FRA2008/28|Aug-2008"	103	"KP820981"	2939	"16-AUG-2015"	"KP820981"	"cattle"	"France: Romestaing-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/28"	"Bluetongue virus 8"	"FRA2008/28"	2	"VP2"
"KP820982"	"104|cattle/France/2008|FRA2008/29|Sep-2008"	104	"KP820982"	2939	"16-AUG-2015"	"KP820982"	"cattle"	"France: Bieujac-Gironde-Aquitaine"	"Sep-2008"	8	"FRA2008/29"	"Bluetongue virus 8"	"FRA2008/29"	2	"VP2"
"KP821073"	"105|sheep/Greece/2008|GRE2008/01|Jun-2008"	105	"KP821073"	2939	"16-AUG-2015"	"KP821073"	"sheep"	"Greece: Aghia Paraskevi-Lesvos"	"Jun-2008"	8	"GRE2008/01"	"Bluetongue virus 8"	"GRE2008/01"	2	"VP2"
"KP821072"	"106|cattle/Israel/2008|ISR2008/13|Nov-2008"	106	"KP821072"	2939	"16-AUG-2015"	"KP821072"	"cattle"	"Israel: Rosh ha-nikra"	"Nov-2008"	8	"ISR2008/13"	"Bluetongue virus 8"	"ISR2008/13"	2	"VP2"
"FJ183375"	"107|0/Netherlands/0|0|0"	107	"FJ183375"	2939	"21-MAY-2009"	"FJ183375"	"0"	"Netherlands"	"0"	8	"0"	"Bluetongue virus 8"	"0"	0	"VP2"
"KP821099"	"108|0/Netherlands/0|8 inactivated vaccine|0"	108	"KP821099"	2938	"16-AUG-2015"	"KP821099"	"0"	"Netherlands"	"0"	8	"8 inactivated vaccine"	"Bluetongue virus 8"	"8 inactivated vaccine"	2	"VP2"
"GQ506452"	"109|0/Netherlands/2007|NET2007/01|27-Jul-2007"	109	"GQ506452"	2939	"13-JUN-2010"	"GQ506452"	"0"	"Netherlands"	"27-Jul-2007"	8	"NET2007/01"	"Bluetongue virus"	"NET2007/01"	2	"outer capsid protein VP2"
"KP821074"	"110|cattle/Netherlands/2008|NET2008/03|Aug-2008"	110	"KP821074"	2939	"16-AUG-2015"	"KP821074"	"cattle"	"Netherlands: Staphorst"	"Aug-2008"	8	"NET2008/03"	"Bluetongue virus 8"	"NET2008/03"	2	"VP2"
"KP821075"	"111|goat/SouthAfrica/1998|RSA1998/01|Jul-1998"	111	"KP821075"	2938	"16-AUG-2015"	"KP821075"	"goat"	"South Africa: RSA"	"Jul-1998"	8	"RSA1998/01"	"Bluetongue virus 8"	"RSA1998/01"	2	"VP2"
"KP821076"	"112|sheep/SouthAfrica/1937|RSArrrr/08|Jun-1937"	112	"KP821076"	2939	"16-AUG-2015"	"KP821076"	"sheep"	"South Africa: Transvaal"	"Jun-1937"	8	"RSArrrr/08"	"Bluetongue virus 8"	"RSArrrr/08"	2	"VP2"
"KP821077"	"113|cattle/UnitedKingdom/2007|UKG2007/06|Sep-2007"	113	"KP821077"	2939	"16-AUG-2015"	"KP821077"	"cattle"	"United Kingdom: Baylham-Ipswich-Suffolk"	"Sep-2007"	8	"UKG2007/06"	"Bluetongue virus 8"	"UKG2007/06"	2	"VP2"
"JQ086302"	"114|cattle/Australia/1985|DP0837|1985"	114	"JQ086302"	2917	"09-JUN-2012"	"JQ086302"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1985"	9	"DP0837"	"Bluetongue virus 9"	"DP0837"	2	"VP2"
"KP821078"	"115|sheep/BosniaandHerzegovina/2002|BOS2002/02|Aug-2002"	115	"KP821078"	2921	"16-AUG-2015"	"KP821078"	"sheep"	"Bosnia and Herzegovina: Milici-Vlasenica-Srpska"	"Aug-2002"	9	"BOS2002/02"	"Bluetongue virus 9"	"BOS2002/02"	2	"VP2"
"KP821079"	"116|0/Bulgaria/1999|BUL1999/01|Sep-1999"	116	"KP821079"	2921	"16-AUG-2015"	"KP821079"	"0"	"Bulgaria"	"Sep-1999"	9	"BUL1999/01"	"Bluetongue virus 9"	"BUL1999/01"	2	"VP2"
"KP821080"	"117|sheep/Greece/1998|GRE1998/01|Nov-1998"	117	"KP821080"	2921	"16-AUG-2015"	"KP821080"	"sheep"	"Greece: Afandou-Rhodes"	"Nov-1998"	9	"GRE1998/01"	"Bluetongue virus 9"	"GRE1998/01"	2	"VP2"
"KP821081"	"118|sheep/Greece/1999|GRE1999/06|Sep-1999"	118	"KP821081"	2921	"16-AUG-2015"	"KP821081"	"sheep"	"Greece: Ierissos-Chalkidiki"	"Sep-1999"	9	"GRE1999/06"	"Bluetongue virus 9"	"GRE1999/06"	2	"VP2"
"KP821082"	"119|cattle/Greece/1999|GRE1999/31|Nov-1999"	119	"KP821082"	2921	"16-AUG-2015"	"KP821082"	"cattle"	"Greece: Aghia Paraskevi-Lesvos"	"Nov-1999"	9	"GRE1999/31"	"Bluetongue virus 9"	"GRE1999/31"	2	"VP2"
"JF443167"	"120|sheep/India/2006|BBF|10-Oct-2006"	120	"JF443167"	2921	"05-FEB-2012"	"JF443167"	"sheep"	"India: Guntur Dist., Andhra Pradesh"	"10-Oct-2006"	9	"BBF"	"Bluetongue virus 9"	"BBF"	2	"VP2"
"JX003688"	"121|sheep/India/2007|Ind-R1-2007|26-Oct-2007"	121	"JX003688"	2917	"21-JUL-2012"	"JX003688"	"sheep"	"India"	"26-Oct-2007"	9	"Ind-R1-2007"	"Bluetongue virus"	"Ind-R1-2007"	2	"VP2"
"KP821084"	"122|sheep/Kosovo/2001|KOS2001/01|Sep-2001"	122	"KP821084"	2921	"16-AUG-2015"	"KP821084"	"sheep"	"Kosovo: Sadovine-Viti-Pristina"	"Sep-2001"	9	"KOS2001/01"	"Bluetongue virus 9"	"KOS2001/01"	2	"VP2"
"KP821085"	"123|sheep/Kosovo/2001|KOS2001/03|Aug-2001"	123	"KP821085"	2921	"16-AUG-2015"	"KP821085"	"sheep"	"Kosovo: Sllatina-Podujevo-Pristina"	"Aug-2001"	9	"KOS2001/03"	"Bluetongue virus 9"	"KOS2001/03"	2	"VP2"
"KP821090"	"124|sheep/Serbia/2001|SER2001/01|Oct-2001"	124	"KP821090"	2921	"16-AUG-2015"	"KP821090"	"sheep"	"Serbia"	"Oct-2001"	9	"SER2001/01"	"Bluetongue virus 9"	"SER2001/01"	2	"VP2"
"KP821091"	"125|sheep/Turkey/1998|TUR1998/02|Oct-1998"	125	"KP821091"	2921	"16-AUG-2015"	"KP821091"	"sheep"	"Turkey: Aydin"	"Oct-1998"	9	"TUR1998/02"	"Bluetongue virus 9"	"TUR1998/02"	2	"VP2"
"KP821092"	"126|0/Turkey/2000|TUR2000/03|Jun-2000"	126	"KP821092"	2921	"16-AUG-2015"	"KP821092"	"0"	"Turkey: Manisa"	"Jun-2000"	9	"TUR2000/03"	"Bluetongue virus 9"	"TUR2000/03"	2	"VP2"
"KP821093"	"127|sheep/Turkey/2001|TUR2001/02|Jan-2001"	127	"KP821093"	2921	"16-AUG-2015"	"KP821093"	"sheep"	"Turkey: Aydin"	"Jan-2001"	9	"TUR2001/02"	"Bluetongue virus 9"	"TUR2001/02"	2	"VP2"
"JN255903"	"128|sheep/Italy/2003|BTV-9IT(L)|2003"	128	"JN255903"	2921	"12-OCT-2011"	"JN255903"	"sheep"	"Italy"	"2003"	9	"BTV-9IT(L)"	"Bluetongue virus 9"	"BTV-9IT(L)"	2	"VP2"
"KP821083"	"129|sheep/Italy/2003|ITL2003/01|Apr-2003"	129	"KP821083"	2921	"16-AUG-2015"	"KP821083"	"sheep"	"Italy: Nissoria-Enna-Sicily"	"Apr-2003"	9	"ITL2003/01"	"Bluetongue virus 9"	"ITL2003/01"	2	"VP2"
"KP821087"	"130|sheep/Libya/2008|LIB2008/03|Sep-2008"	130	"KP821087"	2921	"16-AUG-2015"	"KP821087"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/03"	"Bluetongue virus 9"	"LIB2008/03"	2	"VP2"
"KP821086"	"131|sheep/Libya/2008|LIB2008/08|Sep-2008"	131	"KP821086"	2921	"16-AUG-2015"	"KP821086"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/08"	"Bluetongue virus 9"	"LIB2008/08"	2	"VP2"
"KP821088"	"132|sheep/SouthAfrica/1942|RSArrrr/09|Jun-1942"	132	"KP821088"	2921	"16-AUG-2015"	"KP821088"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSArrrr/09"	"Bluetongue virus 9"	"RSArrrr/09"	2	"VP2"
"KP821089"	"133|sheep/SouthAfrica/1942|RSAvvv1/09|Jun-1942"	133	"KP821089"	2921	"16-AUG-2015"	"KP821089"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSAvvv1/09"	"Bluetongue virus 9"	"RSAvvv1/09"	2	"VP2"
"JN255963"	"134|0/SouthAfrica/0|BTV-9RSA(vacc)|0"	134	"JN255963"	2921	"12-OCT-2011"	"JN255963"	"0"	"South Africa"	"0"	9	"BTV-9RSA(vacc)"	"Bluetongue virus 9"	"BTV-9RSA(vacc)"	2	"VP2"
"JN255953"	"135|0/SouthAfrica/0|BTV-9RSA(WT)|0"	135	"JN255953"	2921	"12-OCT-2011"	"JN255953"	"0"	"South Africa"	"0"	9	"BTV-9RSA(WT)"	"Bluetongue virus 9"	"BTV-9RSA(WT)"	2	"VP2"
"JQ972852"	"136|cattle/Germany/2010|BTV-11_DE|2010"	136	"JQ972852"	2926	"30-APR-2014"	"JQ972852"	"cattle"	"Germany"	"2010"	11	"BTV-11_DE"	"Bluetongue virus 11"	"BTV-11_DE"	2	"outer capsid protein VP2"
"JQ972832"	"137|cattle/0/2010|BTV-11_REF|2010"	137	"JQ972832"	2926	"30-APR-2014"	"JQ972832"	"cattle"	"0"	"2010"	11	"BTV-11_REF"	"Bluetongue virus 11"	"BTV-11_REF"	2	"outer capsid protein VP2"
"JQ972842"	"138|cattle/0/2010|BTV-11_VAC|2010"	138	"JQ972842"	2926	"30-APR-2014"	"JQ972842"	"cattle"	"0"	"2010"	11	"BTV-11_VAC"	"Bluetongue virus 11"	"BTV-11_VAC"	2	"outer capsid protein VP2"
"KP821094"	"139|0/Cameroon/1982|CAR1982/04|Jan-1982"	139	"KP821094"	2922	"16-AUG-2015"	"KP821094"	"0"	"Cameroon"	"Jan-1982"	14	"CAR1982/04"	"Bluetongue virus 14"	"CAR1982/04"	2	"VP2"
"KP821095"	"140|cattle/Poland/2012|POL2012/01|Jan-2012"	140	"KP821095"	2922	"16-AUG-2015"	"KP821095"	"cattle"	"Poland: Sokolka poviat"	"Jan-2012"	14	"POL2012/01"	"Bluetongue virus 14"	"POL2012/01"	2	"VP2"
"KP820983"	"141|sheep/SouthAfrica/1959|RSArrrr/14|Jun-1959"	141	"KP820983"	2922	"16-AUG-2015"	"KP820983"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	14	"RSArrrr/14"	"Bluetongue virus 14"	"RSArrrr/14"	2	"VP2"
"KP821096"	"142|cattle/Russia/2011|RUS2011/01|Sep-2011"	142	"KP821096"	2922	"16-AUG-2015"	"KP821096"	"cattle"	"Russia: Smolensk-Galloway"	"Sep-2011"	14	"RUS2011/01"	"Bluetongue virus 14"	"RUS2011/01"	2	"VP2"
"KP821097"	"143|cattle/Spain/2012|SPA2012/01|Aug-2012"	143	"KP821097"	2922	"16-AUG-2015"	"KP821097"	"cattle"	"Spain: cow imported from Lithuania"	"Aug-2012"	14	"SPA2012/01"	"Bluetongue virus 14"	"SPA2012/01"	2	"VP2"
"JQ086222"	"144|cattle/Australia/1982|DPP192|1982"	144	"JQ086222"	2909	"09-JUN-2012"	"JQ086222"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1982"	15	"DPP192"	"Bluetongue virus 15"	"DPP192"	2	"VP2"
"KP821098"	"145|sheep/Israel/2006|ISR2006/11|Nov-2006"	145	"KP821098"	2909	"16-AUG-2015"	"KP821098"	"sheep"	"Israel: Yachini"	"Nov-2006"	15	"ISR2006/11"	"Bluetongue virus 15"	"ISR2006/11"	2	"VP2"
"KP820984"	"146|sheep/SouthAfrica/1960|RSArrrr/15|Jun-1960"	146	"KP820984"	2909	"16-AUG-2015"	"KP820984"	"sheep"	"South Africa: Transvaal"	"Jun-1960"	15	"RSArrrr/15"	"Bluetongue virus 15"	"RSArrrr/15"	2	"VP2"
"JQ086232"	"147|cattle/Australia/1987|DPP965|1987"	147	"JQ086232"	2921	"09-JUN-2012"	"JQ086232"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1987"	16	"DPP965"	"Bluetongue virus 16"	"DPP965"	2	"VP2"
"JN671907"	"148|0/China/1996|BN96/16|1996"	148	"JN671907"	2935	"09-OCT-2011"	"JN671907"	"0"	"China"	"1996"	16	"BN96/16"	"Bluetongue virus"	"BN96/16"	2	"VP2"
"KP820988"	"149|sheep/France/2004|COR2004/01|Jun-2004"	149	"KP820988"	2935	"16-AUG-2015"	"KP820988"	"sheep"	"France: Corsica"	"Jun-2004"	16	"COR2004/01"	"Bluetongue virus 16"	"COR2004/01"	2	"VP2"
"KP820985"	"150|sheep/Cyprus/2004|CYP2004/01|Feb-2004"	150	"KP820985"	2935	"16-AUG-2015"	"KP820985"	"sheep"	"Cyprus: Amochostos-Achna"	"Feb-2004"	16	"CYP2004/01"	"Bluetongue virus 16"	"CYP2004/01"	2	"VP2"
"KP820986"	"151|cattle/Cyprus/2006|CYP2006/01|Oct-2006"	151	"KP820986"	2935	"16-AUG-2015"	"KP820986"	"cattle"	"Cyprus: Athalassa"	"Oct-2006"	16	"CYP2006/01"	"Bluetongue virus 16"	"CYP2006/01"	2	"VP2"
"KP820987"	"152|cattle/Cyprus/2010|CYP2010/03|Nov-2010"	152	"KP820987"	2935	"16-AUG-2015"	"KP820987"	"cattle"	"Cyprus: Nicosia"	"Nov-2010"	16	"CYP2010/03"	"Bluetongue virus 16"	"CYP2010/03"	2	"VP2"
"KP820989"	"153|sheep/Greece/1999|GRE1999/13|Aug-1999"	153	"KP820989"	2935	"16-AUG-2015"	"KP820989"	"sheep"	"Greece: Damatria-Rhodes"	"Aug-1999"	16	"GRE1999/13"	"Bluetongue virus 16"	"GRE1999/13"	2	"VP2"
"KP820990"	"154|sheep/Greece/2008|GRE2008/10|Oct-2008"	154	"KP820990"	2935	"16-AUG-2015"	"KP820990"	"sheep"	"Greece: Madamados-Lesvos"	"Oct-2008"	16	"GRE2008/10"	"Bluetongue virus 16"	"GRE2008/10"	2	"VP2"
"JQ924821"	"155|goat/India/0|IND/Goat/2010/16/HSR|0"	155	"JQ924821"	2929	"27-JUL-2012"	"JQ924821"	"goat"	"India: Hisar"	"0"	16	"IND/Goat/2010/16/HSR"	"Bluetongue virus 16"	"IND/Goat/2010/16/HSR"	2	"VP2"
"KP820991"	"156|sheep/Israel/2001|ISR2001/18|Feb-2001"	156	"KP820991"	2925	"16-AUG-2015"	"KP820991"	"sheep"	"Israel: Yokneam"	"Feb-2001"	16	"ISR2001/18"	"Bluetongue virus 16"	"ISR2001/18"	2	"VP2"
"KP820992"	"157|goat/Israel/2008|ISR2008/03|Oct-2008"	157	"KP820992"	2935	"16-AUG-2015"	"KP820992"	"goat"	"Israel: Ein Kamonim"	"Oct-2008"	16	"ISR2008/03"	"Bluetongue virus 16"	"ISR2008/03"	2	"VP2"
"AJ585137"	"158|0/Pakistan/0|RSArrrr/16*|0"	158	"AJ585137"	2935	"02-SEP-2012"	"AJ585137"	"0"	"Pakistan"	"0"	16	"RSArrrr/16*"	"Bluetongue virus 16"	"RSArrrr/16*"	2	"VP2"
"KP820993"	"159|sheep/Pakistan/1960|RSAvvvv/16|Jun-1960"	159	"KP820993"	2935	"16-AUG-2015"	"KP820993"	"sheep"	"Pakistan: Hazara, West Pakistan"	"Jun-1960"	16	"RSAvvvv/16"	"Bluetongue virus 16"	"RSAvvvv/16"	2	"VP2"
"KP820994"	"160|0/Turkey/2000|TUR2000/01|Jun-2000"	160	"KP820994"	2935	"16-AUG-2015"	"KP820994"	"0"	"Turkey: Seferihisar-Ismir"	"Jun-2000"	16	"TUR2000/01"	"Bluetongue virus 16"	"TUR2000/01"	2	"VP2"
"AJ585150"	"161|0/Nigeria/1982|Nigeria|1982"	161	"AJ585150"	2935	"12-AUG-2013"	"AJ585150"	"0"	"0"	"0"	16	"Nigeria"	"Bluetongue virus 16"	"Nigeria"	0	"VP2 protein"
"KP821060"	"162|cattle/Israel/2008|ISR2008/02|Oct-2008"	162	"KP821060"	2923	"16-AUG-2015"	"KP821060"	"cattle"	"Israel: Zde Eliahu"	"Oct-2008"	24	"ISR2008/02"	"Bluetongue virus 4"	"ISR2008/02"	2	"VP2"
"EU839840"	"163|goat/Switzerland/2007|TOV|14-Dec-2007"	163	"EU839840"	2880	"25-NOV-2008"	"EU839840"	"goat"	"Switzerland"	"14-Dec-2007"	25	"TOV"	"Bluetongue virus"	"TOV"	2	"VP2"
