"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"GQ506531"	"101|0/SouthAfrica/1958|5011-60E|1958"	101	"GQ506531"	1637	"13-JUN-2010"	"GQ506531"	"0"	"South Africa"	"1958"	6	"5011-60E"	"Bluetongue virus"	"5011-60E"	6	"outer capsid protein VP5"
"KP821462"	"102|cattle/France/2008|FRA2008/27|Aug-2008"	102	"KP821462"	1637	"16-AUG-2015"	"KP821462"	"cattle"	"France: Lagruere-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/27"	"Bluetongue virus 8"	"FRA2008/27"	6	"VP5"
"KP821463"	"103|cattle/France/2008|FRA2008/28|Aug-2008"	103	"KP821463"	1637	"16-AUG-2015"	"KP821463"	"cattle"	"France: Romestaing-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/28"	"Bluetongue virus 8"	"FRA2008/28"	6	"VP5"
"KP821464"	"104|cattle/France/2008|FRA2008/29|Sep-2008"	104	"KP821464"	1637	"16-AUG-2015"	"KP821464"	"cattle"	"France: Bieujac-Gironde-Aquitaine"	"Sep-2008"	8	"FRA2008/29"	"Bluetongue virus 8"	"FRA2008/29"	6	"VP5"
"KP821555"	"105|sheep/Greece/2008|GRE2008/01|Jun-2008"	105	"KP821555"	1637	"16-AUG-2015"	"KP821555"	"sheep"	"Greece: Aghia Paraskevi-Lesvos"	"Jun-2008"	8	"GRE2008/01"	"Bluetongue virus 8"	"GRE2008/01"	6	"VP5"
"KP821554"	"106|cattle/Israel/2008|ISR2008/13|Nov-2008"	106	"KP821554"	1637	"16-AUG-2015"	"KP821554"	"cattle"	"Israel: Rosh ha-nikra"	"Nov-2008"	8	"ISR2008/13"	"Bluetongue virus 8"	"ISR2008/13"	6	"VP5"
"FJ183379"	"107|0/Netherlands/0|0|0"	107	"FJ183379"	1637	"21-MAY-2009"	"FJ183379"	"0"	"Netherlands"	"0"	8	"0"	"Bluetongue virus 8"	"0"	0	"VP5"
"KP821581"	"108|0/Netherlands/0|8 inactivated vaccine|0"	108	"KP821581"	1637	"16-AUG-2015"	"KP821581"	"0"	"Netherlands"	"0"	8	"8 inactivated vaccine"	"Bluetongue virus 8"	"8 inactivated vaccine"	6	"VP5"
"GQ506456"	"109|0/Netherlands/2007|NET2007/01|27-Jul-2007"	109	"GQ506456"	1637	"13-JUN-2010"	"GQ506456"	"0"	"Netherlands"	"27-Jul-2007"	8	"NET2007/01"	"Bluetongue virus"	"NET2007/01"	6	"outer capsid protein VP5"
"KP821556"	"110|cattle/Netherlands/2008|NET2008/03|Aug-2008"	110	"KP821556"	1637	"16-AUG-2015"	"KP821556"	"cattle"	"Netherlands: Staphorst"	"Aug-2008"	8	"NET2008/03"	"Bluetongue virus 8"	"NET2008/03"	6	"VP5"
"KP821557"	"111|goat/SouthAfrica/1998|RSA1998/01|Jul-1998"	111	"KP821557"	1637	"16-AUG-2015"	"KP821557"	"goat"	"South Africa: RSA"	"Jul-1998"	8	"RSA1998/01"	"Bluetongue virus 8"	"RSA1998/01"	6	"VP5"
"KP821558"	"112|sheep/SouthAfrica/1937|RSArrrr/08|Jun-1937"	112	"KP821558"	1637	"16-AUG-2015"	"KP821558"	"sheep"	"South Africa: Transvaal"	"Jun-1937"	8	"RSArrrr/08"	"Bluetongue virus 8"	"RSArrrr/08"	6	"VP5"
"KP821559"	"113|cattle/UnitedKingdom/2007|UKG2007/06|Sep-2007"	113	"KP821559"	1637	"16-AUG-2015"	"KP821559"	"cattle"	"United Kingdom: Baylham-Ipswich-Suffolk"	"Sep-2007"	8	"UKG2007/06"	"Bluetongue virus 8"	"UKG2007/06"	6	"VP5"
"JQ086306"	"114|cattle/Australia/1985|DP0837|1985"	114	"JQ086306"	1628	"09-JUN-2012"	"JQ086306"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1985"	9	"DP0837"	"Bluetongue virus 9"	"DP0837"	6	"VP5"
"KP821560"	"115|sheep/BosniaandHerzegovina/2002|BOS2002/02|Aug-2002"	115	"KP821560"	1637	"16-AUG-2015"	"KP821560"	"sheep"	"Bosnia and Herzegovina: Milici-Vlasenica-Srpska"	"Aug-2002"	9	"BOS2002/02"	"Bluetongue virus 9"	"BOS2002/02"	6	"VP5"
"KP821561"	"116|0/Bulgaria/1999|BUL1999/01|Sep-1999"	116	"KP821561"	1637	"16-AUG-2015"	"KP821561"	"0"	"Bulgaria"	"Sep-1999"	9	"BUL1999/01"	"Bluetongue virus 9"	"BUL1999/01"	6	"VP5"
"KP821562"	"117|sheep/Greece/1998|GRE1998/01|Nov-1998"	117	"KP821562"	1637	"16-AUG-2015"	"KP821562"	"sheep"	"Greece: Afandou-Rhodes"	"Nov-1998"	9	"GRE1998/01"	"Bluetongue virus 9"	"GRE1998/01"	6	"VP5"
"KP821563"	"118|sheep/Greece/1999|GRE1999/06|Sep-1999"	118	"KP821563"	1637	"16-AUG-2015"	"KP821563"	"sheep"	"Greece: Ierissos-Chalkidiki"	"Sep-1999"	9	"GRE1999/06"	"Bluetongue virus 9"	"GRE1999/06"	6	"VP5"
"KP821564"	"119|cattle/Greece/1999|GRE1999/31|Nov-1999"	119	"KP821564"	1637	"16-AUG-2015"	"KP821564"	"cattle"	"Greece: Aghia Paraskevi-Lesvos"	"Nov-1999"	9	"GRE1999/31"	"Bluetongue virus 9"	"GRE1999/31"	6	"VP5"
"JF443160"	"120|sheep/India/2006|BBF|10-Oct-2006"	120	"JF443160"	1637	"05-FEB-2012"	"JF443160"	"diseased sheep"	"India: Guntur Dist, Andhra Pradesh"	"10-Oct-2006"	9	"BBF"	"Bluetongue virus 9"	"BBF"	6	"VP5"
"JX003692"	"121|sheep/India/2007|Ind-R1-2007|26-Oct-2007"	121	"JX003692"	1615	"21-JUL-2012"	"JX003692"	"sheep"	"India"	"26-Oct-2007"	9	"Ind-R1-2007"	"Bluetongue virus"	"Ind-R1-2007"	6	"VP5"
"KP821566"	"122|sheep/Kosovo/2001|KOS2001/01|Sep-2001"	122	"KP821566"	1637	"16-AUG-2015"	"KP821566"	"sheep"	"Kosovo: Sadovine-Viti-Pristina"	"Sep-2001"	9	"KOS2001/01"	"Bluetongue virus 9"	"KOS2001/01"	6	"VP5"
"KP821567"	"123|sheep/Kosovo/2001|KOS2001/03|Aug-2001"	123	"KP821567"	1637	"16-AUG-2015"	"KP821567"	"sheep"	"Kosovo: Sllatina-Podujevo-Pristina"	"Aug-2001"	9	"KOS2001/03"	"Bluetongue virus 9"	"KOS2001/03"	6	"VP5"
"KP821572"	"124|sheep/Serbia/2001|SER2001/01|Oct-2001"	124	"KP821572"	1637	"16-AUG-2015"	"KP821572"	"sheep"	"Serbia"	"Oct-2001"	9	"SER2001/01"	"Bluetongue virus 9"	"SER2001/01"	6	"VP5"
"KP821573"	"125|sheep/Turkey/1998|TUR1998/02|Oct-1998"	125	"KP821573"	1637	"16-AUG-2015"	"KP821573"	"sheep"	"Turkey: Aydin"	"Oct-1998"	9	"TUR1998/02"	"Bluetongue virus 9"	"TUR1998/02"	6	"VP5"
"KP821574"	"126|0/Turkey/2000|TUR2000/03|Jun-2000"	126	"KP821574"	1637	"16-AUG-2015"	"KP821574"	"0"	"Turkey: Manisa"	"Jun-2000"	9	"TUR2000/03"	"Bluetongue virus 9"	"TUR2000/03"	6	"VP5"
"KP821575"	"127|sheep/Turkey/2001|TUR2001/02|Jan-2001"	127	"KP821575"	1637	"16-AUG-2015"	"KP821575"	"sheep"	"Turkey: Aydin"	"Jan-2001"	9	"TUR2001/02"	"Bluetongue virus 9"	"TUR2001/02"	6	"VP5"
"JN255907"	"128|sheep/Italy/2003|BTV-9IT(L)|2003"	128	"JN255907"	1637	"12-OCT-2011"	"JN255907"	"sheep"	"Italy"	"2003"	9	"BTV-9IT(L)"	"Bluetongue virus 9"	"BTV-9IT(L)"	6	"VP5"
"KP821565"	"129|sheep/Italy/2003|ITL2003/01|Apr-2003"	129	"KP821565"	1635	"16-AUG-2015"	"KP821565"	"sheep"	"Italy: Nissoria-Enna-Sicily"	"Apr-2003"	9	"ITL2003/01"	"Bluetongue virus 9"	"ITL2003/01"	6	"VP5"
"KP821569"	"130|sheep/Libya/2008|LIB2008/03|Sep-2008"	130	"KP821569"	1635	"16-AUG-2015"	"KP821569"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/03"	"Bluetongue virus 9"	"LIB2008/03"	6	"VP5"
"KP821568"	"131|sheep/Libya/2008|LIB2008/08|Sep-2008"	131	"KP821568"	1635	"16-AUG-2015"	"KP821568"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/08"	"Bluetongue virus 9"	"LIB2008/08"	6	"VP5"
"KP821570"	"132|sheep/SouthAfrica/1942|RSArrrr/09|Jun-1942"	132	"KP821570"	1635	"16-AUG-2015"	"KP821570"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSArrrr/09"	"Bluetongue virus 9"	"RSArrrr/09"	6	"VP5"
"KP821571"	"133|sheep/SouthAfrica/1942|RSAvvv1/09|Jun-1942"	133	"KP821571"	1635	"16-AUG-2015"	"KP821571"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSAvvv1/09"	"Bluetongue virus 9"	"RSAvvv1/09"	6	"VP5"
"JN255967"	"134|0/SouthAfrica/0|BTV-9RSA(vacc)|0"	134	"JN255967"	1635	"12-OCT-2011"	"JN255967"	"0"	"South Africa"	"0"	9	"BTV-9RSA(vacc)"	"Bluetongue virus 9"	"BTV-9RSA(vacc)"	6	"VP5"
"JN255957"	"135|0/SouthAfrica/0|BTV-9RSA(WT)|0"	135	"JN255957"	1635	"12-OCT-2011"	"JN255957"	"0"	"South Africa"	"0"	9	"BTV-9RSA(WT)"	"Bluetongue virus 9"	"BTV-9RSA(WT)"	6	"VP5"
"JQ972856"	"136|cattle/Germany/2010|BTV-11_DE|2010"	136	"JQ972856"	1638	"30-APR-2014"	"JQ972856"	"cattle"	"Germany"	"2010"	11	"BTV-11_DE"	"Bluetongue virus 11"	"BTV-11_DE"	6	"VP5 outer capsid protein"
"JQ972836"	"137|cattle/0/2010|BTV-11_REF|2010"	137	"JQ972836"	1638	"30-APR-2014"	"JQ972836"	"cattle"	"0"	"2010"	11	"BTV-11_REF"	"Bluetongue virus 11"	"BTV-11_REF"	6	"VP5 outer capsid protein"
"JQ972846"	"138|cattle/0/2010|BTV-11_VAC|2010"	138	"JQ972846"	1638	"30-APR-2014"	"JQ972846"	"cattle"	"0"	"2010"	11	"BTV-11_VAC"	"Bluetongue virus 11"	"BTV-11_VAC"	6	"VP5 outer capsid protein"
"KP821576"	"139|0/Cameroon/1982|CAR1982/04|Jan-1982"	139	"KP821576"	1637	"16-AUG-2015"	"KP821576"	"0"	"Cameroon"	"Jan-1982"	14	"CAR1982/04"	"Bluetongue virus 14"	"CAR1982/04"	6	"VP5"
"KP821577"	"140|cattle/Poland/2012|POL2012/01|Jan-2012"	140	"KP821577"	1637	"16-AUG-2015"	"KP821577"	"cattle"	"Poland: Sokolka poviat"	"Jan-2012"	14	"POL2012/01"	"Bluetongue virus 14"	"POL2012/01"	6	"VP5"
"KP821465"	"141|sheep/SouthAfrica/1959|RSArrrr/14|Jun-1959"	141	"KP821465"	1637	"16-AUG-2015"	"KP821465"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	14	"RSArrrr/14"	"Bluetongue virus 14"	"RSArrrr/14"	6	"VP5"
"KP821578"	"142|cattle/Russia/2011|RUS2011/01|Sep-2011"	142	"KP821578"	1637	"16-AUG-2015"	"KP821578"	"cattle"	"Russia: Smolensk-Galloway"	"Sep-2011"	14	"RUS2011/01"	"Bluetongue virus 14"	"RUS2011/01"	6	"VP5"
"KP821579"	"143|cattle/Spain/2012|SPA2012/01|Aug-2012"	143	"KP821579"	1637	"16-AUG-2015"	"KP821579"	"cattle"	"Spain: cow imported from Lithuania"	"Aug-2012"	14	"SPA2012/01"	"Bluetongue virus 14"	"SPA2012/01"	6	"VP5"
"JQ086226"	"144|cattle/Australia/1982|DPP192|1982"	144	"JQ086226"	1637	"09-JUN-2012"	"JQ086226"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1982"	15	"DPP192"	"Bluetongue virus 15"	"DPP192"	6	"VP5"
"KP821580"	"145|sheep/Israel/2006|ISR2006/11|Nov-2006"	145	"KP821580"	1641	"16-AUG-2015"	"KP821580"	"sheep"	"Israel: Yachini"	"Nov-2006"	15	"ISR2006/11"	"Bluetongue virus 15"	"ISR2006/11"	6	"VP5"
"KP821466"	"146|sheep/SouthAfrica/1960|RSArrrr/15|Jun-1960"	146	"KP821466"	1639	"16-AUG-2015"	"KP821466"	"sheep"	"South Africa: Transvaal"	"Jun-1960"	15	"RSArrrr/15"	"Bluetongue virus 15"	"RSArrrr/15"	6	"VP5"
"JQ086236"	"147|cattle/Australia/1987|DPP965|1987"	147	"JQ086236"	1637	"09-JUN-2012"	"JQ086236"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1987"	16	"DPP965"	"Bluetongue virus 16"	"DPP965"	6	"VP5"
"JN671911"	"148|0/China/1996|BN96/16|1996"	148	"JN671911"	1637	"09-OCT-2011"	"JN671911"	"0"	"China"	"1996"	16	"BN96/16"	"Bluetongue virus"	"BN96/16"	6	"VP5"
"KP821470"	"149|sheep/France/2004|COR2004/01|Jun-2004"	149	"KP821470"	1637	"16-AUG-2015"	"KP821470"	"sheep"	"France: Corsica"	"Jun-2004"	16	"COR2004/01"	"Bluetongue virus 16"	"COR2004/01"	6	"VP5"
"KP821467"	"150|sheep/Cyprus/2004|CYP2004/01|Feb-2004"	150	"KP821467"	1637	"16-AUG-2015"	"KP821467"	"sheep"	"Cyprus: Amochostos-Achna"	"Feb-2004"	16	"CYP2004/01"	"Bluetongue virus 16"	"CYP2004/01"	6	"VP5"
"KP821468"	"151|cattle/Cyprus/2006|CYP2006/01|Oct-2006"	151	"KP821468"	1637	"16-AUG-2015"	"KP821468"	"cattle"	"Cyprus: Athalassa"	"Oct-2006"	16	"CYP2006/01"	"Bluetongue virus 16"	"CYP2006/01"	6	"VP5"
"KP821469"	"152|cattle/Cyprus/2010|CYP2010/03|Nov-2010"	152	"KP821469"	1637	"16-AUG-2015"	"KP821469"	"cattle"	"Cyprus: Nicosia"	"Nov-2010"	16	"CYP2010/03"	"Bluetongue virus 16"	"CYP2010/03"	6	"VP5"
"KP821471"	"153|sheep/Greece/1999|GRE1999/13|Aug-1999"	153	"KP821471"	1637	"16-AUG-2015"	"KP821471"	"sheep"	"Greece: Damatria-Rhodes"	"Aug-1999"	16	"GRE1999/13"	"Bluetongue virus 16"	"GRE1999/13"	6	"VP5"
"KP821472"	"154|sheep/Greece/2008|GRE2008/10|Oct-2008"	154	"KP821472"	1637	"16-AUG-2015"	"KP821472"	"sheep"	"Greece: Madamados-Lesvos"	"Oct-2008"	16	"GRE2008/10"	"Bluetongue virus 16"	"GRE2008/10"	6	"VP5"
"JQ924825"	"155|goat/India/0|IND/Goat/2010/16/HSR|0"	155	"JQ924825"	1637	"27-JUL-2012"	"JQ924825"	"goat"	"India: Hisar"	"0"	16	"IND/Goat/2010/16/HSR"	"Bluetongue virus 16"	"IND/Goat/2010/16/HSR"	6	"VP5"
"KP821473"	"156|sheep/Israel/2001|ISR2001/18|Feb-2001"	156	"KP821473"	1637	"16-AUG-2015"	"KP821473"	"sheep"	"Israel: Yokneam"	"Feb-2001"	16	"ISR2001/18"	"Bluetongue virus 16"	"ISR2001/18"	6	"VP5"
"KP821474"	"157|goat/Israel/2008|ISR2008/03|Oct-2008"	157	"KP821474"	1637	"16-AUG-2015"	"KP821474"	"goat"	"Israel: Ein Kamonim"	"Oct-2008"	16	"ISR2008/03"	"Bluetongue virus 16"	"ISR2008/03"	6	"VP5"
"AJ586719"	"158|0/Pakistan/0|RSArrrr/16*|0"	158	"AJ586719"	1637	"31-MAY-2004"	"AJ586719"	"0"	"South Africa"	"0"	16	"RSArrrr/16"	"Bluetongue virus 16"	"RSArrrr/16"	6	"outer capsid protein VP5"
"KP821475"	"159|sheep/Pakistan/1960|RSAvvvv/16|Jun-1960"	159	"KP821475"	1637	"16-AUG-2015"	"KP821475"	"sheep"	"Pakistan: Hazara, West Pakistan"	"Jun-1960"	16	"RSAvvvv/16"	"Bluetongue virus 16"	"RSAvvvv/16"	6	"VP5"
"KP821476"	"160|0/Turkey/2000|TUR2000/01|Jun-2000"	160	"KP821476"	1637	"16-AUG-2015"	"KP821476"	"0"	"Turkey: Seferihisar-Ismir"	"Jun-2000"	16	"TUR2000/01"	"Bluetongue virus 16"	"TUR2000/01"	6	"VP5"
"AJ586694"	"161|0/Nigeria/1982|Nigeria|1982"	161	"AJ586694"	1637	"31-MAY-2004"	"AJ586694"	"0"	"Nigeria"	"0"	16	"NIG1982/10"	"Bluetongue virus 16"	"NIG1982/10"	6	"outer capsid protein VP5"
"KP821542"	"162|cattle/Israel/2008|ISR2008/02|Oct-2008"	162	"KP821542"	1637	"16-AUG-2015"	"KP821542"	"cattle"	"Israel: Zde Eliahu"	"Oct-2008"	24	"ISR2008/02"	"Bluetongue virus 4"	"ISR2008/02"	6	"VP5"
"EU839842"	"163|goat/Switzerland/2007|TOV|14-Dec-2007"	163	"EU839842"	1581	"25-NOV-2008"	"EU839842"	"goat"	"Switzerland"	"14-Dec-2007"	25	"TOV"	"Bluetongue virus"	"TOV"	6	"VP5"
