"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"GQ506532"	"101|0/SouthAfrica/1958|5011-60E|1958"	101	"GQ506532"	1156	"13-JUN-2010"	"GQ506532"	"0"	"South Africa"	"1958"	6	"5011-60E"	"Bluetongue virus"	"5011-60E"	7	"VP7 core protein"
"KP821584"	"102|cattle/France/2008|FRA2008/27|Aug-2008"	102	"KP821584"	1156	"16-AUG-2015"	"KP821584"	"cattle"	"France: Lagruere-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/27"	"Bluetongue virus 8"	"FRA2008/27"	7	"VP7"
"KP821585"	"103|cattle/France/2008|FRA2008/28|Aug-2008"	103	"KP821585"	1156	"16-AUG-2015"	"KP821585"	"cattle"	"France: Romestaing-Lot et Garonne- Aquitaine"	"Aug-2008"	8	"FRA2008/28"	"Bluetongue virus 8"	"FRA2008/28"	7	"VP7"
"KP821586"	"104|cattle/France/2008|FRA2008/29|Sep-2008"	104	"KP821586"	1156	"16-AUG-2015"	"KP821586"	"cattle"	"France: Bieujac-Gironde-Aquitaine"	"Sep-2008"	8	"FRA2008/29"	"Bluetongue virus 8"	"FRA2008/29"	7	"VP7"
"KP821677"	"105|sheep/Greece/2008|GRE2008/01|Jun-2008"	105	"KP821677"	1156	"16-AUG-2015"	"KP821677"	"sheep"	"Greece: Aghia Paraskevi-Lesvos"	"Jun-2008"	8	"GRE2008/01"	"Bluetongue virus 8"	"GRE2008/01"	7	"VP7"
"KP821676"	"106|cattle/Israel/2008|ISR2008/13|Nov-2008"	106	"KP821676"	1156	"16-AUG-2015"	"KP821676"	"cattle"	"Israel: Rosh ha-nikra"	"Nov-2008"	8	"ISR2008/13"	"Bluetongue virus 8"	"ISR2008/13"	7	"VP7"
"FJ183380"	"107|0/Netherlands/0|0|0"	107	"FJ183380"	1156	"21-MAY-2009"	"FJ183380"	"0"	"Netherlands"	"0"	8	"0"	"Bluetongue virus 8"	"0"	0	"VP7"
"KP821703"	"108|0/Netherlands/0|8 inactivated vaccine|0"	108	"KP821703"	1156	"16-AUG-2015"	"KP821703"	"0"	"Netherlands"	"0"	8	"8 inactivated vaccine"	"Bluetongue virus 8"	"8 inactivated vaccine"	7	"VP7"
"GQ506457"	"109|0/Netherlands/2007|NET2007/01|27-Jul-2007"	109	"GQ506457"	1156	"13-JUN-2010"	"GQ506457"	"0"	"Netherlands"	"27-Jul-2007"	8	"NET2007/01"	"Bluetongue virus"	"NET2007/01"	7	"VP7 core protein"
"KP821678"	"110|cattle/Netherlands/2008|NET2008/03|Aug-2008"	110	"KP821678"	1156	"16-AUG-2015"	"KP821678"	"cattle"	"Netherlands: Staphorst"	"Aug-2008"	8	"NET2008/03"	"Bluetongue virus 8"	"NET2008/03"	7	"VP7"
"KP821679"	"111|goat/SouthAfrica/1998|RSA1998/01|Jul-1998"	111	"KP821679"	1155	"16-AUG-2015"	"KP821679"	"goat"	"South Africa: RSA"	"Jul-1998"	8	"RSA1998/01"	"Bluetongue virus 8"	"RSA1998/01"	7	"VP7"
"KP821680"	"112|sheep/SouthAfrica/1937|RSArrrr/08|Jun-1937"	112	"KP821680"	1156	"16-AUG-2015"	"KP821680"	"sheep"	"South Africa: Transvaal"	"Jun-1937"	8	"RSArrrr/08"	"Bluetongue virus 8"	"RSArrrr/08"	7	"VP7"
"KP821681"	"113|cattle/UnitedKingdom/2007|UKG2007/06|Sep-2007"	113	"KP821681"	1156	"16-AUG-2015"	"KP821681"	"cattle"	"United Kingdom: Baylham-Ipswich-Suffolk"	"Sep-2007"	8	"UKG2007/06"	"Bluetongue virus 8"	"UKG2007/06"	7	"VP7"
"JQ086307"	"114|cattle/Australia/1985|DP0837|1985"	114	"JQ086307"	1154	"09-JUN-2012"	"JQ086307"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1985"	9	"DP0837"	"Bluetongue virus 9"	"DP0837"	7	"VP7"
"KP821682"	"115|sheep/BosniaandHerzegovina/2002|BOS2002/02|Aug-2002"	115	"KP821682"	1156	"16-AUG-2015"	"KP821682"	"sheep"	"Bosnia and Herzegovina: Milici-Vlasenica-Srpska"	"Aug-2002"	9	"BOS2002/02"	"Bluetongue virus 9"	"BOS2002/02"	7	"VP7"
"KP821683"	"116|0/Bulgaria/1999|BUL1999/01|Sep-1999"	116	"KP821683"	1156	"16-AUG-2015"	"KP821683"	"0"	"Bulgaria"	"Sep-1999"	9	"BUL1999/01"	"Bluetongue virus 9"	"BUL1999/01"	7	"VP7"
"KP821684"	"117|sheep/Greece/1998|GRE1998/01|Nov-1998"	117	"KP821684"	1156	"16-AUG-2015"	"KP821684"	"sheep"	"Greece: Afandou-Rhodes"	"Nov-1998"	9	"GRE1998/01"	"Bluetongue virus 9"	"GRE1998/01"	7	"VP7"
"KP821685"	"118|sheep/Greece/1999|GRE1999/06|Sep-1999"	118	"KP821685"	1156	"16-AUG-2015"	"KP821685"	"sheep"	"Greece: Ierissos-Chalkidiki"	"Sep-1999"	9	"GRE1999/06"	"Bluetongue virus 9"	"GRE1999/06"	7	"VP7"
"KP821686"	"119|cattle/Greece/1999|GRE1999/31|Nov-1999"	119	"KP821686"	1156	"16-AUG-2015"	"KP821686"	"cattle"	"Greece: Aghia Paraskevi-Lesvos"	"Nov-1999"	9	"GRE1999/31"	"Bluetongue virus 9"	"GRE1999/31"	7	"VP7"
"JF443162"	"120|sheep/India/2006|BBF|10-Oct-2006"	120	"JF443162"	1156	"05-FEB-2012"	"JF443162"	"sheep"	"India"	"10-Oct-2006"	9	"BBF"	"Bluetongue virus 9"	"BBF"	7	"VP7"
"JX003693"	"121|sheep/India/2007|Ind-R1-2007|26-Oct-2007"	121	"JX003693"	1132	"21-JUL-2012"	"JX003693"	"sheep"	"India"	"26-Oct-2007"	9	"Ind-R1-2007"	"Bluetongue virus"	"Ind-R1-2007"	7	"VP7"
"KP821688"	"122|sheep/Kosovo/2001|KOS2001/01|Sep-2001"	122	"KP821688"	1156	"16-AUG-2015"	"KP821688"	"sheep"	"Kosovo: Sadovine-Viti-Pristina"	"Sep-2001"	9	"KOS2001/01"	"Bluetongue virus 9"	"KOS2001/01"	7	"VP7"
"KP821689"	"123|sheep/Kosovo/2001|KOS2001/03|Aug-2001"	123	"KP821689"	1156	"16-AUG-2015"	"KP821689"	"sheep"	"Kosovo: Sllatina-Podujevo-Pristina"	"Aug-2001"	9	"KOS2001/03"	"Bluetongue virus 9"	"KOS2001/03"	7	"VP7"
"KP821694"	"124|sheep/Serbia/2001|SER2001/01|Oct-2001"	124	"KP821694"	1156	"16-AUG-2015"	"KP821694"	"sheep"	"Serbia"	"Oct-2001"	9	"SER2001/01"	"Bluetongue virus 9"	"SER2001/01"	7	"VP7"
"KP821695"	"125|sheep/Turkey/1998|TUR1998/02|Oct-1998"	125	"KP821695"	1156	"16-AUG-2015"	"KP821695"	"sheep"	"Turkey: Aydin"	"Oct-1998"	9	"TUR1998/02"	"Bluetongue virus 9"	"TUR1998/02"	7	"VP7"
"KP821696"	"126|0/Turkey/2000|TUR2000/03|Jun-2000"	126	"KP821696"	1156	"16-AUG-2015"	"KP821696"	"0"	"Turkey: Manisa"	"Jun-2000"	9	"TUR2000/03"	"Bluetongue virus 9"	"TUR2000/03"	7	"VP7"
"KP821697"	"127|sheep/Turkey/2001|TUR2001/02|Jan-2001"	127	"KP821697"	1156	"16-AUG-2015"	"KP821697"	"sheep"	"Turkey: Aydin"	"Jan-2001"	9	"TUR2001/02"	"Bluetongue virus 9"	"TUR2001/02"	7	"VP7"
"JN255908"	"128|sheep/Italy/2003|BTV-9IT(L)|2003"	128	"JN255908"	1156	"12-OCT-2011"	"JN255908"	"sheep"	"Italy"	"2003"	9	"BTV-9IT(L)"	"Bluetongue virus 9"	"BTV-9IT(L)"	7	"VP7"
"KP821687"	"129|sheep/Italy/2003|ITL2003/01|Apr-2003"	129	"KP821687"	1156	"16-AUG-2015"	"KP821687"	"sheep"	"Italy: Nissoria-Enna-Sicily"	"Apr-2003"	9	"ITL2003/01"	"Bluetongue virus 9"	"ITL2003/01"	7	"VP7"
"KP821691"	"130|sheep/Libya/2008|LIB2008/03|Sep-2008"	130	"KP821691"	1156	"16-AUG-2015"	"KP821691"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/03"	"Bluetongue virus 9"	"LIB2008/03"	7	"VP7"
"KP821690"	"131|sheep/Libya/2008|LIB2008/08|Sep-2008"	131	"KP821690"	1156	"16-AUG-2015"	"KP821690"	"sheep"	"Libya"	"Sep-2008"	9	"LIB2008/08"	"Bluetongue virus 9"	"LIB2008/08"	7	"VP7"
"KP821692"	"132|sheep/SouthAfrica/1942|RSArrrr/09|Jun-1942"	132	"KP821692"	1156	"16-AUG-2015"	"KP821692"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSArrrr/09"	"Bluetongue virus 9"	"RSArrrr/09"	7	"VP7"
"KP821693"	"133|sheep/SouthAfrica/1942|RSAvvv1/09|Jun-1942"	133	"KP821693"	1156	"16-AUG-2015"	"KP821693"	"sheep"	"South Africa: Transvaal"	"Jun-1942"	9	"RSAvvv1/09"	"Bluetongue virus 9"	"RSAvvv1/09"	7	"VP7"
"JN255968"	"134|0/SouthAfrica/0|BTV-9RSA(vacc)|0"	134	"JN255968"	1156	"12-OCT-2011"	"JN255968"	"0"	"South Africa"	"0"	9	"BTV-9RSA(vacc)"	"Bluetongue virus 9"	"BTV-9RSA(vacc)"	7	"VP7"
"JN255958"	"135|0/SouthAfrica/0|BTV-9RSA(WT)|0"	135	"JN255958"	1156	"12-OCT-2011"	"JN255958"	"0"	"South Africa"	"0"	9	"BTV-9RSA(WT)"	"Bluetongue virus 9"	"BTV-9RSA(WT)"	7	"VP7"
"JQ972857"	"136|cattle/Germany/2010|BTV-11_DE|2010"	136	"JQ972857"	1156	"30-APR-2014"	"JQ972857"	"cattle"	"Germany"	"2010"	11	"BTV-11_DE"	"Bluetongue virus 11"	"BTV-11_DE"	7	"VP7 core protein"
"JQ972837"	"137|cattle/0/2010|BTV-11_REF|2010"	137	"JQ972837"	1156	"30-APR-2014"	"JQ972837"	"cattle"	"0"	"2010"	11	"BTV-11_REF"	"Bluetongue virus 11"	"BTV-11_REF"	7	"VP7 core protein"
"JQ972847"	"138|cattle/0/2010|BTV-11_VAC|2010"	138	"JQ972847"	1156	"30-APR-2014"	"JQ972847"	"cattle"	"0"	"2010"	11	"BTV-11_VAC"	"Bluetongue virus 11"	"BTV-11_VAC"	7	"VP7 core protein"
"KP821698"	"139|0/Cameroon/1982|CAR1982/04|Jan-1982"	139	"KP821698"	1156	"16-AUG-2015"	"KP821698"	"0"	"Cameroon"	"Jan-1982"	14	"CAR1982/04"	"Bluetongue virus 14"	"CAR1982/04"	7	"VP7"
"KP821699"	"140|cattle/Poland/2012|POL2012/01|Jan-2012"	140	"KP821699"	1156	"16-AUG-2015"	"KP821699"	"cattle"	"Poland: Sokolka poviat"	"Jan-2012"	14	"POL2012/01"	"Bluetongue virus 14"	"POL2012/01"	7	"VP7"
"KP821587"	"141|sheep/SouthAfrica/1959|RSArrrr/14|Jun-1959"	141	"KP821587"	1156	"16-AUG-2015"	"KP821587"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	14	"RSArrrr/14"	"Bluetongue virus 14"	"RSArrrr/14"	7	"VP7"
"KP821700"	"142|cattle/Russia/2011|RUS2011/01|Sep-2011"	142	"KP821700"	1156	"16-AUG-2015"	"KP821700"	"cattle"	"Russia: Smolensk-Galloway"	"Sep-2011"	14	"RUS2011/01"	"Bluetongue virus 14"	"RUS2011/01"	7	"VP7"
"KP821701"	"143|cattle/Spain/2012|SPA2012/01|Aug-2012"	143	"KP821701"	1156	"16-AUG-2015"	"KP821701"	"cattle"	"Spain: cow imported from Lithuania"	"Aug-2012"	14	"SPA2012/01"	"Bluetongue virus 14"	"SPA2012/01"	7	"VP7"
"JQ086227"	"144|cattle/Australia/1982|DPP192|1982"	144	"JQ086227"	1117	"09-JUN-2012"	"JQ086227"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1982"	15	"DPP192"	"Bluetongue virus 15"	"DPP192"	7	"VP7"
"KP821702"	"145|sheep/Israel/2006|ISR2006/11|Nov-2006"	145	"KP821702"	1154	"16-AUG-2015"	"KP821702"	"sheep"	"Israel: Yachini"	"Nov-2006"	15	"ISR2006/11"	"Bluetongue virus 15"	"ISR2006/11"	7	"VP7"
"KP821588"	"146|sheep/SouthAfrica/1960|RSArrrr/15|Jun-1960"	146	"KP821588"	1155	"16-AUG-2015"	"KP821588"	"sheep"	"South Africa: Transvaal"	"Jun-1960"	15	"RSArrrr/15"	"Bluetongue virus 15"	"RSArrrr/15"	7	"VP7"
"JQ086237"	"147|cattle/Australia/1987|DPP965|1987"	147	"JQ086237"	1140	"09-JUN-2012"	"JQ086237"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1987"	16	"DPP965"	"Bluetongue virus 16"	"DPP965"	7	"VP7"
"JN671912"	"148|0/China/1996|BN96/16|1996"	148	"JN671912"	1156	"09-OCT-2011"	"JN671912"	"0"	"China"	"1996"	16	"BN96/16"	"Bluetongue virus"	"BN96/16"	7	"VP7"
"KP821592"	"149|sheep/France/2004|COR2004/01|Jun-2004"	149	"KP821592"	1156	"16-AUG-2015"	"KP821592"	"sheep"	"France: Corsica"	"Jun-2004"	16	"COR2004/01"	"Bluetongue virus 16"	"COR2004/01"	7	"VP7"
"KP821589"	"150|sheep/Cyprus/2004|CYP2004/01|Feb-2004"	150	"KP821589"	1156	"16-AUG-2015"	"KP821589"	"sheep"	"Cyprus: Amochostos-Achna"	"Feb-2004"	16	"CYP2004/01"	"Bluetongue virus 16"	"CYP2004/01"	7	"VP7"
"KP821590"	"151|cattle/Cyprus/2006|CYP2006/01|Oct-2006"	151	"KP821590"	1156	"16-AUG-2015"	"KP821590"	"cattle"	"Cyprus: Athalassa"	"Oct-2006"	16	"CYP2006/01"	"Bluetongue virus 16"	"CYP2006/01"	7	"VP7"
"KP821591"	"152|cattle/Cyprus/2010|CYP2010/03|Nov-2010"	152	"KP821591"	1156	"16-AUG-2015"	"KP821591"	"cattle"	"Cyprus: Nicosia"	"Nov-2010"	16	"CYP2010/03"	"Bluetongue virus 16"	"CYP2010/03"	7	"VP7"
"KP821593"	"153|sheep/Greece/1999|GRE1999/13|Aug-1999"	153	"KP821593"	1156	"16-AUG-2015"	"KP821593"	"sheep"	"Greece: Damatria-Rhodes"	"Aug-1999"	16	"GRE1999/13"	"Bluetongue virus 16"	"GRE1999/13"	7	"VP7"
"KP821594"	"154|sheep/Greece/2008|GRE2008/10|Oct-2008"	154	"KP821594"	1156	"16-AUG-2015"	"KP821594"	"sheep"	"Greece: Madamados-Lesvos"	"Oct-2008"	16	"GRE2008/10"	"Bluetongue virus 16"	"GRE2008/10"	7	"VP7"
"JQ924826"	"155|goat/India/0|IND/Goat/2010/16/HSR|0"	155	"JQ924826"	1156	"27-JUL-2012"	"JQ924826"	"goat"	"India: Hisar"	"0"	16	"IND/Goat/2010/16/HSR"	"Bluetongue virus 16"	"IND/Goat/2010/16/HSR"	7	"VP7"
"KP821595"	"156|sheep/Israel/2001|ISR2001/18|Feb-2001"	156	"KP821595"	1156	"16-AUG-2015"	"KP821595"	"sheep"	"Israel: Yokneam"	"Feb-2001"	16	"ISR2001/18"	"Bluetongue virus 16"	"ISR2001/18"	7	"VP7"
"KP821596"	"157|goat/Israel/2008|ISR2008/03|Oct-2008"	157	"KP821596"	1156	"16-AUG-2015"	"KP821596"	"goat"	"Israel: Ein Kamonim"	"Oct-2008"	16	"ISR2008/03"	"Bluetongue virus 16"	"ISR2008/03"	7	"VP7"
"JX129383"	"158|0/Pakistan/0|RSArrrr/16*|0"	158	"JX129383"	1156	"02-SEP-2012"	"JX129383"	"0"	"Pakistan"	"0"	16	"RSArrrr/16*"	"Bluetongue virus 16"	"RSArrrr/16*"	7	"VP7"
"KP821597"	"159|sheep/Pakistan/1960|RSAvvvv/16|Jun-1960"	159	"KP821597"	1156	"16-AUG-2015"	"KP821597"	"sheep"	"Pakistan: Hazara, West Pakistan"	"Jun-1960"	16	"RSAvvvv/16"	"Bluetongue virus 16"	"RSAvvvv/16"	7	"VP7"
"KP821598"	"160|0/Turkey/2000|TUR2000/01|Jun-2000"	160	"KP821598"	1156	"16-AUG-2015"	"KP821598"	"0"	"Turkey: Seferihisar-Ismir"	"Jun-2000"	16	"TUR2000/01"	"Bluetongue virus 16"	"TUR2000/01"	7	"VP7"
"KC853055"	"161|0/Nigeria/1982|Nigeria|1982"	161	"KC853055"	1156	"27-SEP-2013"	"KC853055"	"0"	"Nigeria"	"1982"	16	"NIG1982/10*"	"Bluetongue virus"	"NIG1982/10*"	0	"VP7 protein"
"KP821664"	"162|cattle/Israel/2008|ISR2008/02|Oct-2008"	162	"KP821664"	1156	"16-AUG-2015"	"KP821664"	"cattle"	"Israel: Zde Eliahu"	"Oct-2008"	24	"ISR2008/02"	"Bluetongue virus 4"	"ISR2008/02"	7	"VP7"
"EU839843"	"163|goat/Switzerland/2007|TOV|14-Dec-2007"	163	"EU839843"	1050	"25-NOV-2008"	"EU839843"	"goat"	"Switzerland"	"14-Dec-2007"	25	"TOV"	"Bluetongue virus"	"TOV"	7	"VP7"
